"ID","Country","Categoria","Settore","Prodotto eng","Prodotto","Confezione","Prezzo","Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
"PUB018","Italy","Pubblicazioni","Libretti per il paziente","Sistema per ossigeno liquido MVE: manuale d'uso","Manuale VIV MVE",1,"0.40",FALSO,VERO,"SMR","N010",FALSO,FALSO
"PUB019","Italy","Pubblicazioni","Libretti per il paziente","Sistema per ossigeno liquido Penox Generation 1: manuale d'uso","Manuale VIV Penox Generation 1",1,"0.40",FALSO,VERO,"SMR","N010",FALSO,FALSO
"PUB020","Italy","Pubblicazioni","Libretti per il paziente","Bombole di ossigeno terapeutico: opuscolo per il paziente","Manuale bb O2 FU",1,"0.40",FALSO,FALSO,"SMR","N010",FALSO,FALSO
"PUB021","Italy","Pubblicazioni","Libretti per il paziente","Concentratori Criterion Timeter e BX5000 Penox: manuale d'uso","Manuali conc. Penox",1,"0.40",FALSO,FALSO,"SMR","N010",FALSO,FALSO
"PUB022","Italy","Pubblicazioni","Libretti per il paziente","Concentratore NewLife Airsep: manuale d'uso","Manuale Newlife Airsep",1,"0.40",FALSO,FALSO,"SMR","N010",FALSO,FALSO
"PUB023","Italy","Pubblicazioni","Libretti per il paziente","Concentratore NewLife ""Elite"" Airsep: manuale d'uso","Concentratore NewLife ""Elite"" Airsep: manuale d'uso",1,"0.25",FALSO,FALSO,"SMR","N010",FALSO,FALSO
"PUB024","Italy","Pubblicazioni","Libretti per il paziente","Per vivere meglio in ossigeno","Per vivere meglio in ossigeno",1,"0.00",FALSO,FALSO,"DIEV","N010",FALSO,FALSO
"PUB025","Italy","Pubblicazioni","Libretti per il paziente","Liberator/Low loss: istruzioni di funzionamento per il paziente","Liberator/Low loss: istruzioni per il paziente",1,"0.40",FALSO,FALSO,"SMR","N010",FALSO,FALSO
"PUB026","Italy","Pubblicazioni","Libretti per il paziente","Stroller/Sprint: istruzioni di funzionamento per il paziente","Stroller/Sprint: istruzioni per il paziente",1,"0.40",FALSO,FALSO,"SMR","N010",FALSO,FALSO
"PUB027","Italy","Documenti di trasporto","Documenti di trasporto ICOA","Mod. TE - 06/2005: Modulo continuo per terminalino Efeso (cod. ICO/8115/TE)","cod. ICO/8115/TE",,"0.14",FALSO,FALSO,"SMP","N010",,
"PUB028","Italy","Documenti di trasporto","Documenti di trasporto ICOA","Mod. NC - 06/2005: Nota di consegna in blocco da 50 fogli (cod. ICO/832/NC)","cod. ICO/832/NC",,"3.40",FALSO,FALSO,"SMP","N010",,
"PUB029","Italy","Documenti di trasporto","Documenti di trasporto ICOA","Mod. F - 06/2005: Documento di trasporto F in blocco da 50 fogli (cod. ICO/832/F)","cod. ICO/832/F",,"3.90",FALSO,FALSO,"SMP","N010",,
"PUB030","Italy","Documenti di trasporto","Documenti di trasporto ICOA","Mod. D - 11/2005: Documento di trasporto/fattura continuo (cod. ICO/1224/D)","cod. ICO/1224/D",,"0.23",FALSO,FALSO,"SMP","N010",,
"PUB031","Italy","Documenti di trasporto","Documenti di trasporto ICOA","Mod. EL - 06/2005: Documento di accompagnamento in tentata vendita per liquidi in blocco da 50 fogli (cod. ICO/821/EL)","cod. ICO/821/EL",,"4.40",FALSO,FALSO,"SMP","N010",,
"PUB032","Italy","Documenti di trasporto","Documenti di trasporto SOL","Mod. TE - 06/2005: Modulo continuo per terminalino Efeso (cod. SOL/8115/TE)","cod. SOL/8115/TE",,"0.14",FALSO,FALSO,"CLI","N010",,
"PUB033","Italy","Documenti di trasporto","Documenti di trasporto SOL","Mod. NC - 06/2005: Nota di consegna in blocco da 50 fogli (cod. SOL/832/NC)","cod. SOL/832/NC",,"3.40",FALSO,FALSO,"CLI","N010",,
"PUB034","Italy","Documenti di trasporto","Documenti di trasporto SOL","Mod. F - 06/2005: Documento di trasporto F (cod. SOL/832/F)","cod. SOL/832/F",50,"3.90",FALSO,FALSO,"CLI","N010",,
"PUB035","Italy","Documenti di trasporto","Documenti di trasporto SOL","Mod. D - 11/2005: Documento di trasporto/fattura continuo (cod. SOL/1224/D)","cod. SOL/1224/D",,"0.23",FALSO,FALSO,"CLI","N010",,
"PUB036","Italy","Documenti di trasporto","Documenti di trasporto SOL","Mod. EL - 06/2005: Documento di accompagnamento in tentata vendita per liquidi (cod. SOL/821/EL)","cod. SOL/821/EL",50,"4.40",FALSO,FALSO,"CLI","N010",,
"PUB037","Italy","Documenti di trasporto","Documenti di trasporto SOL","Mod. EC - 06/2005: Documento di accompagnamento in tentata vendita per compressi (cod. SOL/923/EC)","cod. SOL/923/EC",50,"5.50",FALSO,FALSO,"CLI","N010",,
"PUB038","Italy","Documenti di trasporto","Documenti di trasporto SOL","Mod. PVC - 06/2005: Programma di viaggio per compressi (cod. SOL/825/PVC)","cod. SOL/825/PVC",50,"3.15",FALSO,FALSO,"CLI","N010",,
"PUB039","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Calabria","Mod. NC - 06/2005: Nota di consegna (cod. VCA/832/NC)","cod. VCA/832/NC",50,"4.25",FALSO,FALSO,"SMP","N010",,
"PUB040","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Calabria","Mod. PVC - 06/2005: Programma di viaggio (cod. VCA/825/PVC)","cod. VCA/825/PVC",50,"3.70",FALSO,FALSO,"SMP","N010",,
"PUB041","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Calabria","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VCA/1224/D)","cod. VCA/1224/D",1,"0.06",FALSO,FALSO,"SMP","N010",,
"PUB042","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Calabria","Mod. A - 06/2005: Documento di trasporto A (cod. VCA/832/A)","cod. VCA/832/A",50,"4.50",FALSO,FALSO,"SMP","N010",,
"PUB043","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Calabria","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VCA/825/G)","cod. VCA/825/G",50,"3.40",FALSO,FALSO,"SMP","N010",,
"PUB044","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Napoli","Mod. NC - 06/2005: Nota di consegna (cod. VNA/832/NC)","cod. VNA/832/NC",50,"4.25",FALSO,FALSO,"SMP","N010",,
"PUB045","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Napoli","Mod. PVC - 06/2005: Programma di viaggio (cod. VNA/825/PVC)","cod. VNA/825/PVC",50,"3.70",FALSO,FALSO,"SMP","N010",,
"PUB046","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Napoli","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VNA/1224/D)","cod. VNA/1224/D",1,"0.06",FALSO,FALSO,"SMP","N010",,
"PUB047","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Napoli","Mod. A - 06/2005: Documento di trasporto A (cod. VNA/832/A)","cod. VNA/832/A",50,"4.50",FALSO,FALSO,"SMP","N010",,
"PUB048","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Napoli","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VNA/825/G)","cod. VNA/825/G",50,"3.40",FALSO,FALSO,"SMP","N010",,
"PUB049","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Silarus","Mod. NC - 06/2005: Nota di consegna (cod. VSI/832/NC)","cod. VSI/832/NC",50,"4.25",FALSO,FALSO,"SMP","N010",,
"PUB050","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Silarus","Mod. PVC - 06/2005: Programma di viaggio (cod. VSI/825/PVC)","cod. VSI/825/PVC",50,"3.70",FALSO,FALSO,"SMP","N010",,
"PUB051","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Silarus","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VSI/1224/D)","cod. VSI/1224/D",1,"0.06",FALSO,FALSO,"SMP","N010",,
"PUB052","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Silarus","Mod. A - 06/2005: Documento di trasporto A (cod. VSI/832/A)","cod. VSI/832/A",50,"4.50",FALSO,FALSO,"SMP","N010",,
"PUB053","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Silarus","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VSI/825/G)","cod. VSI/825/G",50,"3.40",FALSO,FALSO,"SMP","N010",,
"PUB054","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL srl","Mod. NC - 06/2005: Bollettario da 50 note di consegna (cod. VIV/832/NC)","cod. VIV/832/NC",1,"4.25",FALSO,FALSO,"CLI","N010",,
"PUB055","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL srl","Mod. PVC - 06/2005: Bollettario da 50 programmi di viaggio (cod. VIV/825/PVC)","cod. VIV/825/PVC",1,"3.70",FALSO,FALSO,"CLI","N010",,
"PUB056","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL srl","Mod. D - 11/2005: Scatola da 500 documenti di trasporto/fattura (cod. VIV/1224/D)","cod. VIV/1224/D",1,"30.00",FALSO,FALSO,"CLI","N010",,
"PUB057","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL srl","Mod. A - 06/2005: Bollettario da 50 documenti di trasporto A (cod. VIV/832/A)","cod. VIV/832/A",1,"4.50",FALSO,FALSO,"CLI","N010",,
"PUB058","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL srl","Mod. G - 06/2005: Bollettario da 50 schede accompagnatorie per tentata vendita (cod. VIV/825/G)","cod. VIV/825/G",1,"3.40",FALSO,FALSO,"CLI","N010",,
"PUB059","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Umbria","Mod. NC - 06/2005: Nota di consegna (cod. VU/832/NC)","cod. VU/832/NC",50,"4.25",FALSO,FALSO,"SMP","N010",,
"PUB060","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Umbria","Mod. PVC - 06/2005: Programma di viaggio (cod. VU/825/PVC)","cod. VU/825/PVC",50,"3.70",FALSO,FALSO,"SMP","N010",,
"PUB061","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Umbria","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VU/1224/D)","cod. VU/1224/D",1,"0.06",FALSO,FALSO,"SMP","N010",,
"PUB062","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Umbria","Mod. A - 06/2005: Documento di trasporto A (cod. VU/832/A)","cod. VU/832/A",50,"4.50",FALSO,FALSO,"SMP","N010",,
"PUB063","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL Umbria","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VU/825/G)","cod. VU/825/G",50,"3.40",FALSO,FALSO,"SMP","N010",,
"PUB064","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL dello Stretto","Mod. NC - 06/2005: Nota di consegna (cod. VDS/832/NC)","cod. VDS/832/NC",50,"4.25",FALSO,VERO,"CLI","N010",,
"PUB065","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL dello Stretto","Mod. PVC - 06/2005: Programma di viaggio (cod. VDS/825/PVC)","cod. VDS/825/PVC",50,"3.70",FALSO,VERO,"CLI","N010",,
"PUB066","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL dello Stretto","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VDS/1224/D)","cod. VDS/1224/D",1,"0.06",FALSO,VERO,"CLI","N010",,
"PUB067","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL dello Stretto","Mod. A - 06/2005: Documento di trasporto A (cod. VDS/832/A)","cod. VDS/832/A",50,"4.50",FALSO,VERO,"CLI","N010",,
"PUB068","Italy","Documenti di trasporto","Documenti di trasporto VIVISOL dello Stretto","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VDS/825/G)","cod. VDS/825/G",50,"3.40",FALSO,VERO,"CLI","N010",,
"PUB069","Italy","Documenti di trasporto","Documenti di trasporto","Documenti di trasporto ICOA","Documenti di trasporto ICOA",,,FALSO,FALSO,"SMR","N010",,
"PUB070","Italy","Documenti di trasporto","Documenti di trasporto","Documenti di trasporto VIVISOL Silarus","Documenti di trasporto VIVISOL Silarus",,,FALSO,FALSO,"SMR","N010",,
"PUB071","Italy","Documenti di trasporto","Documenti di trasporto","Documenti di trasporto VIVISOL Umbria","Documenti di trasporto VIVISOL Umbria",,,FALSO,FALSO,"SMR","N010",,
"PUB072","Italy","Documenti di trasporto","Documenti di trasporto","Documenti di trasporto VIVISOL Napoli","Documenti di trasporto VIVISOL Napoli",,,FALSO,FALSO,"SMR","N010",,
"PUB073","Italy","Documenti di trasporto","Documenti di trasporto","Documenti di trasporto VIVISOL Calabria","Documenti di trasporto VIVISOL Calabria",,,FALSO,FALSO,"SMR","N010",,
"PUB074","Italy","Documenti di trasporto","Documenti di trasporto","Documenti di trasporto VIVISOL dello Stretto","Documenti di trasporto VIVISOL dello Stretto",,,FALSO,VERO,"SMR","N010",,
"PUB075","Italy","Documenti di trasporto","Documenti di trasporto","Documenti di trasporto VIVISOL srl","Documenti di trasporto VIVISOL srl",,,FALSO,FALSO,"SMR","N010",,
"PUB076","Italy","Pubblicazioni","Moduli","Servizio OTD: domanda per la consegna di apparecchiature per Vivisol srl Mod. NR.001.DIVI.2/D Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL srl",30,"5.18",FALSO,FALSO,"SMR","N010",,
"PUB077","Italy","Pubblicazioni","Moduli","Servizio OTD: notifica di ritiro apparecchiature per sospensione utilizzo per tutte le unità Mod. NR.002.DIVI.1/B Gennaio 2006","Domanda cessaz. OTD (20 moduli)",20,"6.18",FALSO,FALSO,"SMR","N010",,
"PUB078","Italy","Pubblicazioni","Moduli","Modulo ""Campagna per la sicurezza del paziente""","Modulo ""Campagna per la sicurezza del paziente""",50,"34.50",FALSO,VERO,"SMR","N010",,
"PUB079","Italy","Pubblicazioni","Moduli","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL srl - Mod. NR.012.DIVI.1/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL srl",80,"5.51",FALSO,FALSO,"SMR","N010",,
"PUB080","Italy","Pubblicazioni","Moduli","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL NAPOLI - Mod. NR.012.DIVI.2/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL Napoli srl",30,"5.51",FALSO,FALSO,"SMP","N010",,
"PUB081","Italy","Pubblicazioni","Moduli","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente per VIVISOL CALABRIA - Mod. NR.012.DIVI.3/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL Calabria srl",30,"5.51",FALSO,FALSO,"SMP","N010",,
"PUB082","Italy","Pubblicazioni","Moduli","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL Dello STRETTO - Mod. NR.012.DIVI.4/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL d. Stretto",30,"5.51",FALSO,VERO,"SMP","N010",,
"PUB083","Italy","Pubblicazioni","Moduli","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL SILARUS - Mod. NR.012.DIVI.5/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL Silarus srl",30,"5.51",FALSO,FALSO,"SMP","N010",,
"PUB084","Italy","Pubblicazioni","Moduli","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL UMBRIA ( blocco da 30 Moduli ) Mod. NR.012.DIVI.6/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL Umbria srl",,"5.51",FALSO,FALSO,"SMP","N010",,
"PUB085","Italy","Pubblicazioni","Moduli","Dossier ventiloterapia Modulo disattivazione servizio ventiloterapia Per TUTTI ( blocco da 30 moduli ) Mod.NR.012.DIVI.14/B Luglio 2005","Modulo disattivazione servizio di ventiloterapia",,"5.51",FALSO,FALSO,"SMR","N010",,
"PUB086","Italy","Pubblicazioni","Moduli","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature per Vivisol UMBRIA  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL Umbria",30,"5.18",FALSO,FALSO,"SMP","N010",,
"PUB087","Italy","Pubblicazioni","Moduli","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature ( blocco da 30 moduli ) Per Vivisol NAPOLI  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL Napoli",,"5.18",FALSO,FALSO,"SMP","N010",,
"PUB088","Italy","Pubblicazioni","Moduli","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature ( blocco da 30 moduli ) Per Vivisol silarus  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL Silarus",,"5.18",FALSO,FALSO,"SMP","N010",,
"PUB089","Italy","Pubblicazioni","Moduli","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature ( blocco da 30 moduli ) Per Vivisol CALABRIA  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL Calabria",,"5.18",FALSO,FALSO,"SMP","N010",,
"PUB090","Italy","Pubblicazioni","Moduli","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature ( blocco da 30 moduli ) Per Vivisol Dello STRETTO  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL d. Str.",,"5.18",FALSO,VERO,"SMP","N010",,
"PUB091","Italy","Pubblicazioni","Moduli","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL SrL - Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL srl",30,"5.52",FALSO,FALSO,"SMR","N010",,
"PUB092","Italy","Pubblicazioni","Moduli","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL NAPOLI - Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL Napoli",30,"5.52",FALSO,FALSO,"SMP","N010",,
"PUB093","Italy","Pubblicazioni","Moduli","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL SILARUS ( blocco da 30 moduli )  Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL Silarusi",,"5.52",FALSO,FALSO,"SMP","N010",,
"PUB094","Italy","Pubblicazioni","Moduli","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL UMBRIA ( blocco da 30 moduli )  Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL Umbria",,"5.52",FALSO,FALSO,"SMP","N010",,
"PUB095","Italy","Pubblicazioni","Moduli","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL Dello STRETTO ( blocco da 30 moduli )  Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL dello Stretto",,"5.52",FALSO,VERO,"SMP","N010",,
"PUB096","Italy","Pubblicazioni","Moduli","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL CALABRIA ( blocco da 30 moduli )  Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL Calabria",,"5.52",FALSO,FALSO,"SMP","N010",,
"PUB097","Italy","Pubblicazioni","Moduli","Servizio gestione ausili sanitari - Avviso Mancata consegna ( blocco da 30 moduli )  Per TUTTI - Mod. NR.013.DIVI.2/B Gennaio 2006","Blocco avviso di mancata consegna",,"5.52",FALSO,FALSO,"SMR","N010",,
"PUB098","Italy","Pubblicazioni","Moduli","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente ( blocco da 30 moduli ) Per VIVISOL SrL - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV srl",,"5.52",FALSO,FALSO,"SMR","N010",,
"PUB099","Italy","Pubblicazioni","Moduli","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente (blocco da 30 fogli) Per VIVISOL NAPOLI - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV NA",,"5.52",FALSO,FALSO,"SMP","N010",,
"PUB100","Italy","Pubblicazioni","Moduli","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente ( blocco da 30 moduli ) Per VIVISOL SILARUS - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV Sil.",,"5.52",FALSO,FALSO,"SMP","N010",,
"PUB101","Italy","Pubblicazioni","Moduli","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente ( blocco da 30 moduli ) Per VIVISOL UMBRIA - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV Umb.",,"5.52",FALSO,FALSO,"SMP","N010",,
"PUB102","Italy","Pubblicazioni","Moduli","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente ( blocco da 30 moduli ) Per VIVISOL Dello STRETTO - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente serv. NAD per VIV d. Str.",,"5.52",FALSO,VERO,"SMP","N010",,
"PUB103","Italy","Pubblicazioni","Moduli","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente (blocco da 30 moduli ) Per VIVISOL CALABRIA - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV Cal.",,"5.52",FALSO,FALSO,"SMP","N010",,
"PUB104","Italy","Pubblicazioni","Moduli","Servizio Nutrizione Artificiale ( NAD ) - Modulo di disattivazione paziente ( blocco da 30 moduli ) Per TUTTI - Mod. NR.003.DIVI.2/C Gennaio 2006","Blocco disattivazione paziente servizo NAD",,"5.52",FALSO,FALSO,"SMR","N010",,
"PUB105","Italy","Pubblicazioni","Moduli","Servizio di Ventiloterapia Domiciliare Rapporto di intervento tecnico ( blocco da 30 moduli ) Per TUTTI - Mod. NR.008.DIVI.2/C Ottobre 2005","Blocco servizio Ventiloterapia per intervento tecnico",,"6.20",FALSO,FALSO,"SMR","N010",,
"PUB106","Italy","Pubblicazioni","Moduli","Servizio di Ossigeno terapia Domiciliare - Servizio di Nutrizione Atificiale Domiciliare Rapporto di intervento tecnico  ( blocco da 30 moduli ) Per TUTTI - Mod. NR.008.DIVI.3/B Ottobre 2005","Blocco servizio NAD per intervento tecnico",,"6.20",FALSO,FALSO,"SMR","N010",,
"PUB107","Italy","Pubblicazioni","Moduli","Servizio Gestione presidi antidecubito - Scheda attivazione, disattivazione e manutenzione per Vivisol SrL - Mod.NR.013.DIVI.3/x","Servizio Gestione presidi antidecubito",30,"5.52",FALSO,FALSO,"SMR","N010",,
"PUB108","Italy","Pubblicazioni","Moduli","SOL/21297/TE.1 ONEIL","SOL/21297/TE.1 ONEIL",10000,"780.00",FALSO,FALSO,"SMP","N010",,
"PUB109","Italy","Pubblicazioni","Moduli","SOL/21297/TE.1 INTERMEC","SOL/21297/TE.1 INTERMEC",10000,"780.00",FALSO,FALSO,"SMP","N010",,
"PUB110","Italy","Pubblicazioni","Moduli","SOL/10125/TC RAMSES","SOL/10125/TC RAMSES",10000,"780.00",FALSO,FALSO,"SMP","N010",,
