"Object","ID","Country","Categoria","Settore","Prodotto eng","Prodotto","Confezione","Prezzo","Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
12523,"PUB034","Italy","Documenti di trasporto","Doc trasp ViviSol Cal","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VCA/1224/D)","cod. VCA/1224/D",1,"0.06",FALSO,FALSO,"SMP","N010",,
12524,"PUB035","Italy","Documenti di trasporto","Doc trasp ViviSol Cal","Mod. A - 06/2005: Documento di trasporto A (cod. VCA/832/A)","cod. VCA/832/A",50,"4.50",FALSO,FALSO,"SMP","N010",,
12525,"PUB036","Italy","Documenti di trasporto","Doc trasp ViviSol Cal","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VCA/825/G)","cod. VCA/825/G",50,"3.40",FALSO,FALSO,"SMP","N010",,
12526,"PUB037","Italy","Documenti di trasporto","Doc trasp ViviSol Na","Mod. NC - 06/2005: Nota di consegna (cod. VNA/832/NC)","cod. VNA/832/NC",50,"4.25",FALSO,FALSO,"SMP","N010",,
12527,"PUB038","Italy","Documenti di trasporto","Doc trasp ViviSol Na","Mod. PVC - 06/2005: Programma di viaggio (cod. VNA/825/PVC)","cod. VNA/825/PVC",50,"3.70",FALSO,FALSO,"SMP","N010",,
12528,"PUB039","Italy","Documenti di trasporto","Doc trasp ViviSol Na","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VNA/1224/D)","cod. VNA/1224/D",1,"0.06",FALSO,FALSO,"SMP","N010",,
12529,"PUB040","Italy","Documenti di trasporto","Doc trasp ViviSol Na","Mod. A - 06/2005: Documento di trasporto A (cod. VNA/832/A)","cod. VNA/832/A",50,"4.50",FALSO,FALSO,"SMP","N010",,
12530,"PUB041","Italy","Documenti di trasporto","Doc trasp ViviSol Na","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VNA/825/G)","cod. VNA/825/G",50,"3.40",FALSO,FALSO,"SMP","N010",,
12531,"PUB042","Italy","Documenti di trasporto","Doc trasp ViviSol Sila","Mod. NC - 06/2005: Nota di consegna (cod. VSI/832/NC)","cod. VSI/832/NC",50,"4.25",FALSO,FALSO,"SMP","N010",,
12532,"PUB043","Italy","Documenti di trasporto","Doc trasp ViviSol Sila","Mod. PVC - 06/2005: Programma di viaggio (cod. VSI/825/PVC)","cod. VSI/825/PVC",50,"3.70",FALSO,FALSO,"SMP","N010",,
12533,"PUB044","Italy","Documenti di trasporto","Doc trasp ViviSol Sila","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VSI/1224/D)","cod. VSI/1224/D",1,"0.06",FALSO,FALSO,"SMP","N010",,
12534,"PUB045","Italy","Documenti di trasporto","Doc trasp ViviSol Sila","Mod. A - 06/2005: Documento di trasporto A (cod. VSI/832/A)","cod. VSI/832/A",50,"4.50",FALSO,FALSO,"SMP","N010",,
12535,"PUB046","Italy","Documenti di trasporto","Doc trasp ViviSol Sila","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VSI/825/G)","cod. VSI/825/G",50,"3.40",FALSO,FALSO,"SMP","N010",,
12536,"PUB047","Italy","Documenti di trasporto","Doc trasp ViviSol srl","Mod. NC - 06/2005: Bollettario da 50 note di consegna (cod. VIV/832/NC)","cod. VIV/832/NC",1,"4.25",FALSO,FALSO,"CLI","N010",,
12537,"PUB048","Italy","Documenti di trasporto","Doc trasp ViviSol srl","Mod. PVC - 06/2005: Bollettario da 50 programmi di viaggio (cod. VIV/825/PVC)","cod. VIV/825/PVC",1,"3.70",FALSO,FALSO,"CLI","N010",,
12538,"PUB049","Italy","Documenti di trasporto","Doc trasp ViviSol srl","Mod. D - 11/2005: Scatola da 500 documenti di trasporto/fattura (cod. VIV/1224/D)","cod. VIV/1224/D",1,"30.00",FALSO,FALSO,"CLI","N010",,
12539,"PUB050","Italy","Documenti di trasporto","Doc trasp ViviSol srl","Mod. A - 06/2005: Bollettario da 50 documenti di trasporto A (cod. VIV/832/A)","cod. VIV/832/A",1,"4.50",FALSO,FALSO,"CLI","N010",,
12540,"PUB051","Italy","Documenti di trasporto","Doc trasp ViviSol srl","Mod. G - 06/2005: Bollettario da 50 schede accompagnatorie per tentata vendita (cod. VIV/825/G)","cod. VIV/825/G",1,"3.40",FALSO,FALSO,"CLI","N010",,
12541,"PUB052","Italy","Documenti di trasporto","Doc trasp ViviSol Umbria","Mod. NC - 06/2005: Nota di consegna (cod. VU/832/NC)","cod. VU/832/NC",50,"4.25",FALSO,FALSO,"SMP","N010",,
12542,"PUB053","Italy","Documenti di trasporto","Doc trasp ViviSol Umbria","Mod. PVC - 06/2005: Programma di viaggio (cod. VU/825/PVC)","cod. VU/825/PVC",50,"3.70",FALSO,FALSO,"SMP","N010",,
12543,"PUB054","Italy","Documenti di trasporto","Doc trasp ViviSol Umbria","Mod. D - 11/2005: Documento di trasporto/fattura (cod. VU/1224/D)","cod. VU/1224/D",1,"0.06",FALSO,FALSO,"SMP","N010",,
12544,"PUB055","Italy","Documenti di trasporto","Doc trasp ViviSol Umbria","Mod. A - 06/2005: Documento di trasporto A (cod. VU/832/A)","cod. VU/832/A",50,"4.50",FALSO,FALSO,"SMP","N010",,
12545,"PUB056","Italy","Documenti di trasporto","Doc trasp ViviSol Umbria","Mod. G - 06/2005: Scheda accompagnatoria per tentata vendita (cod. VU/825/G)","cod. VU/825/G",50,"3.40",FALSO,FALSO,"SMP","N010",,
12558,"PUB057","Italy","Moduli","Moduli OTD","Servizio OTD: domanda per la consegna di apparecchiature per Vivisol srl Mod. NR.001.DIVI.2/D Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL srl",30,"5.18",FALSO,FALSO,"SMR","N010",,
12559,"PUB058","Italy","Moduli","Moduli OTD","Servizio OTD: notifica di ritiro apparecchiature per sospensione utilizzo per tutte le unità Mod. NR.002.DIVI.1/B Gennaio 2006","Domanda cessaz. OTD (20 moduli)",20,"6.18",FALSO,FALSO,"SMR","N010",,
12561,"PUB060","Italy","Moduli","Moduli VTD","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL srl - Mod. NR.012.DIVI.1/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL srl",80,"5.51",FALSO,FALSO,"SMR","N010",,
12562,"PUB061","Italy","Moduli","Moduli VTD","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL NAPOLI - Mod. NR.012.DIVI.2/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL Napoli srl",30,"5.51",FALSO,FALSO,"SMP","N010",,
12563,"PUB062","Italy","Moduli","Moduli VTD","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente per VIVISOL CALABRIA - Mod. NR.012.DIVI.3/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL Calabria srl",30,"5.51",FALSO,FALSO,"SMP","N010",,
12565,"PUB064","Italy","Moduli","Moduli VTD","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL SILARUS - Mod. NR.012.DIVI.5/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL Silarus srl",30,"5.51",FALSO,FALSO,"SMP","N010",,
12566,"PUB065","Italy","Moduli","Moduli VTD","Servizio di ventiloterapia domiciliare - Scheda di attivazione paziente Per VIVISOL UMBRIA ( blocco da 30 Moduli ) Mod. NR.012.DIVI.6/B Luglio 2005","Scheda attivazione paziente VTD VIVISOL Umbria srl",,"5.51",FALSO,FALSO,"SMP","N010",,
12567,"PUB066","Italy","Moduli","Altri moduli","Dossier ventiloterapia Modulo disattivazione servizio ventiloterapia Per TUTTI ( blocco da 30 moduli ) Mod.NR.012.DIVI.14/B Luglio 2005","Modulo disattivazione servizio di ventiloterapia",,"5.51",FALSO,FALSO,"SMR","N010",,
12568,"PUB067","Italy","Moduli","Moduli OTD","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature per Vivisol UMBRIA  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL Umbria",30,"5.18",FALSO,FALSO,"SMP","N010",,
12569,"PUB068","Italy","Moduli","Moduli OTD","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature ( blocco da 30 moduli ) Per Vivisol NAPOLI  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL Napoli",,"5.18",FALSO,FALSO,"SMP","N010",,
12570,"PUB076","Italy","Moduli","Moduli OTD","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature ( blocco da 30 moduli ) Per Vivisol silarus  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL Silarus",,"5.18",FALSO,FALSO,"SMP","N010",,
12571,"PUB077","Italy","Moduli","Moduli OTD","Servizio di Ossigeno terapia domiciliare Domanda per la consegna di apparecchiature ( blocco da 30 moduli ) Per Vivisol CALABRIA  Mod. NR.001.DIVI.2/C Novembre 2005","Domanda per app. OTD (30 moduli) - VIVISOL Calabria",,"5.18",FALSO,FALSO,"SMP","N010",,
12573,"PUB079","Italy","Moduli","Attivazione ViviSol","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL SrL - Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL srl",30,"5.52",FALSO,FALSO,"SMR","N010",,
12574,"PUB080","Italy","Moduli","Attivazione ViviSol","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL NAPOLI - Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL Napoli",30,"5.52",FALSO,FALSO,"SMP","N010",,
12575,"PUB081","Italy","Moduli","Attivazione ViviSol","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL SILARUS ( blocco da 30 moduli )  Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL Silarusi",,"5.52",FALSO,FALSO,"SMP","N010",,
12576,"PUB082","Italy","Moduli","Attivazione ViviSol","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL UMBRIA ( blocco da 30 moduli )  Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL Umbria",,"5.52",FALSO,FALSO,"SMP","N010",,
12578,"PUB084","Italy","Moduli","Attivazione ViviSol","Servizio gestione ausili sanitari Modulo attivazione paziente. Per VIVISOL CALABRIA ( blocco da 30 moduli )  Mod. NR.013.DIVI.1/B Gennaio 2006","Blocco attivazione paziente per VIVISOL Calabria",,"5.52",FALSO,FALSO,"SMP","N010",,
12579,"PUB085","Italy","Moduli","Altri moduli","Servizio gestione ausili sanitari - Avviso Mancata consegna ( blocco da 30 moduli )  Per TUTTI - Mod. NR.013.DIVI.2/B Gennaio 2006","Blocco avviso di mancata consegna",,"5.52",FALSO,FALSO,"SMR","N010",,
12580,"PUB086","Italy","Moduli","Attivazione NAD","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente ( blocco da 30 moduli ) Per VIVISOL SrL - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV srl",,"5.52",FALSO,FALSO,"SMR","N010",,
12581,"PUB087","Italy","Moduli","Attivazione NAD","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente (blocco da 30 fogli) Per VIVISOL NAPOLI - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV NA",,"5.52",FALSO,FALSO,"SMP","N010",,
12582,"PUB088","Italy","Moduli","Attivazione NAD","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente ( blocco da 30 moduli ) Per VIVISOL SILARUS - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV Sil.",,"5.52",FALSO,FALSO,"SMP","N010",,
12583,"PUB089","Italy","Moduli","Attivazione NAD","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente ( blocco da 30 moduli ) Per VIVISOL UMBRIA - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV Umb.",,"5.52",FALSO,FALSO,"SMP","N010",,
12585,"PUB091","Italy","Moduli","Attivazione NAD","Servizio Nutrizione Artificiale Domiciliare ( NAD ) Modulo attivazione paziente (blocco da 30 moduli ) Per VIVISOL CALABRIA - Mod. NR.003.DIVI.1/C Gennaio 2006","Blocco attivazione paziente servizo NAD per VIV Cal.",,"5.52",FALSO,FALSO,"SMP","N010",,
12586,"PUB092","Italy","Moduli","Attivazione NAD","Servizio Nutrizione Artificiale ( NAD ) - Modulo di disattivazione paziente ( blocco da 30 moduli ) Per TUTTI - Mod. NR.003.DIVI.2/C Gennaio 2006","Blocco disattivazione paziente servizo NAD",,"5.52",FALSO,FALSO,"SMR","N010",,
12587,"PUB093","Italy","Moduli","Attivazione NAD","Servizio di Ventiloterapia Domiciliare Rapporto di intervento tecnico ( blocco da 30 moduli ) Per TUTTI - Mod. NR.008.DIVI.2/C Ottobre 2005","Blocco servizio Ventiloterapia per intervento tecnico",,"6.20",FALSO,FALSO,"SMR","N010",,
12588,"PUB094","Italy","Moduli","Altri moduli","Servizio di Ossigeno terapia Domiciliare - Servizio di Nutrizione Atificiale Domiciliare Rapporto di intervento tecnico  ( blocco da 30 moduli ) Per TUTTI - Mod. NR.008.DIVI.3/B Ottobre 2005","Blocco servizio NAD per intervento tecnico",,"6.20",FALSO,FALSO,"SMR","N010",,
12589,"PUB095","Italy","Moduli","Altri moduli","Servizio Gestione presidi antidecubito - Scheda attivazione, disattivazione e manutenzione per Vivisol SrL - Mod.NR.013.DIVI.3/x","Servizio Gestione presidi antidecubito",30,"5.52",FALSO,FALSO,"SMR","N010",,
12590,"PUB096","Italy","Moduli","Altri moduli","SOL/21297/TE.1 ONEIL","SOL/21297/TE.1 ONEIL",10000,"780.00",FALSO,FALSO,"SMP","N010",,
12591,"PUB097","Italy","Moduli","Altri moduli","SOL/21297/TE.1 INTERMEC","SOL/21297/TE.1 INTERMEC",10000,"780.00",FALSO,FALSO,"SMP","N010",,
12592,"PUB098","Italy","Moduli","Altri moduli","SOL/10125/TC RAMSES","SOL/10125/TC RAMSES",10000,"780.00",FALSO,FALSO,"SMP","N010",,
12593,"PUB099","Italy","Pubblicazioni","Pubblicazioni SOL","Lavorare in sicurezza","Lavorare in sicurezza",1,17,FALSO,FALSO,"SMP","N010",,
12594,"PUB100","Italy","Pubblicazioni","Pubblicazioni SOL","CD ""Movimentazione di bombole di gas""","CD ""Movimentazione di bombole di gas""",1,5,FALSO,FALSO,"SMP","N010",,
